"Net","Regist","anillador","Codigo","No_anillo","No_anillo.","Anillo.color","Codigo.especie","FAMILY","Genus","species","spp","Edad","Codigo.fechado","SEXO..M.H.D.","Codigo.Sexado","SEX.MOLEC","MUSCULO","PROCLO","PARINC","GRASA","MUDA.CORP","MUDA.VUEL","MUDA.COLA","DESG.VUEL","PLUMJUV","ALA","COLA","CULMEN","APERTURA","TARSO","PESO","COJO","CPIEL","CPATAS","ECTOPARASITO","SANGRE","H1","H2","H3","H4","RED","FECHA","Year.x","ECTO.ROJO","Dondectos","Cuantosectos","OBSERVACIONES","CREST","Specific.Habitat","general.habitat","Field.Site","REGION","PATCH.SIZE","Netline","Foragero","SAMPLE.NUMBER","Categories","lon","lat","ele","Net.number","Year.y"
"4_Var Chico_2012","CH16","PQ","N","C0534","C0534#","BC-","EPHA","THAMNOPHILIDAE ","Epinecrophylla","haematonota","Epinecrophylla haematonota","A","P","H","P","","4","N","N","N","M","A","I","L","-","51","37","9.2","15.6","15.8","8.5","Mc","G","G","1","1","0","8","4","9","4","20-Oct-12",2012,"","","","POOP",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","S-SI-D","","",-73.47422521,-3.897421444,124.8560791,"4",2012
"4_Var Chico_2012","CH92","PQ","N","E1222","E1222#","BB-","PYAL","THAMNOPHILIDAE ","Pithys","albifrons","Pithys albifrons","A","-","D","-","","3","N","N","I","N","N","N","I","-","69","39","11.5","18.2","20.7","19","Mo","G","J","1","1","1","6","0","0","4","21-Oct-12",2012,"","","","",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","S-LI-R","","QUIESCENT",-73.47422521,-3.897421444,124.8560791,"4",2012
"4_Var Chico_2012","CH27","DU","A","E00298","E00298#","C-RC","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","A","RC","H","P","","1","N","N","N","A","A","M","I","-","66","43","12.1","21.4","24","18.39","Mo","G","Gc","1","1","1","0","0","2","4","20-Oct-12",2012,"","","","POOP",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","S-LI-R","","MOLTER",-73.47422521,-3.897421444,124.8560791,"4",2012
"4_Var Chico_2012","CH59","KS","N","J00640","J00640#","CB-","XIEL","DENDROCOLAPTIDAE","Xiphorhynchus","elegans","Xiphorhynchus elegans","D","-","D","-","","3","N","N","M","A","S","N","L","-","73","58","8.6","14.3","13.2","37.49","Mo","Gc","G","1","1","1","5","3","3","4","20-Oct-12",2012,"","","","",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","U-SI-B","","MOLTER",-73.47422521,-3.897421444,124.8560791,"4",2012
"4_Var Exp Porv_2010","4414","KQ","N","J00179","J00179#","NRR","XIEL","DENDROCOLAPTIDAE","Xiphorhynchus","elegans","Xiphorhynchus elegans","A","P","D","-","","4","N","N","M","M","N","N","M","N","102","95","26.7","39.6","23.4","44.88","Mo","Cr","G","1","1","1","6","4","9","4","3-Dec-10",2010,"","","","",NA,"varillal humedo","wsf","Var Exp Porv","Porvenir","large","Var Exp Porv","U-SI-B","","",-73.55268292,-3.918302776,120.5300293,"4",2010
"4_Var Exp Porv_2010","4354","JU","N","E00424","E00424#","NDB","NECH","PIPRIDAE","Neopelma","chrysocephalum","Neopelma chrysocephalum","A","O","D","-","H","3","N","N","N","N","N","N","I","N","70","56","8.6","16.5","14.3","14.84","Cr","A G","D G","2","2","1","1","2","1","4","2-Dec-10",2010,"","","","",NA,"varillal humedo","wsf","Var Exp Porv","Porvenir","large","Var Exp Porv","S-FR-F","","QUIESCENT",-73.55268292,-3.918302776,120.5300293,"4",2010
"4_Var Exp Porv_2010","4361","JU","N","E00426","E00426#","NDD","NECH","PIPRIDAE","Neopelma","chrysocephalum","Neopelma chrysocephalum","A","O","D","-","M","3","N","N","N","A","A","A","L","-","70","53","7.8","17.4","15.3","17.82","Cr","G A","D G","1","1","1","2","2","5","4","2-Dec-10",2010,"","","","",NA,"varillal humedo","wsf","Var Exp Porv","Porvenir","large","Var Exp Porv","S-FR-F","","MOLTER",-73.55268292,-3.918302776,120.5300293,"4",2010
"4_Var Exp Porv_2010","4356","MW","N","J00176","J00176#","#NAME?","AUOC","FURNARIIDAE ","Automolus","ochrolaemus","Automolus ochrolaemus","A","I","D","-","","3","N","P","N","N","N","N","L","N","86","89","14.4","25","21.8","38.38","M","G Cr","G","1","2","1","1","3","2","4","2-Dec-10",2010,"","","","",NA,"varillal humedo","wsf","Var Exp Porv","Porvenir","large","Var Exp Porv","S-LI-D","","",-73.55268292,-3.918302776,120.5300293,"4",2010
"4_Var Exp Porv_2011","6821","MW","N","E00774","E00774#","C-BB","PYAL","THAMNOPHILIDAE ","Pithys","albifrons","Pithys albifrons","A","P","D","-","","3","N","N","N","N","N","N","I","-","65","40","11.1","20","19.98","21.1","Mo","G","N","1","1","1","5","3","2","4","30-Nov-11",2011,"","","","",NA,"varillal humedo","wsf","Var Exp Porv","Porvenir","large","Var Exp Porv","S-LI-R","","QUIESCENT",-73.55259458,-3.918330018,132.0657959,"4",2011
"4_Var Exp Porv_2011","6815","BC","R","E00768","E00768#","N-BN","NECH","PIPRIDAE","Neopelma","chrysocephalum","Neopelma chrysocephalum",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","30-Nov-11",2011,"","","","",NA,"varillal humedo","wsf","Var Exp Porv","Porvenir","large","Var Exp Porv","S-FR-F","","",-73.55259458,-3.918330018,132.0657959,"4",2011
"4_Var Exp Porv_2011","6820","BC","N","E00773","E00773#","#NAME?","CAMI","TURDIDAE ","Catharus","minimus","Catharus minimus","J","M","D","-","","2","N","N","N","N","N","N","L","-","97","72","10.4","20.3","29.8","29.95","Mo","Mc","Mc","1","1","1","5","2","7","4","30-Nov-11",2011,"","","","SKULL=5",NA,"varillal humedo","wsf","Var Exp Porv","Porvenir","large","Var Exp Porv","S-SO-F","","QUIESCENT",-73.55259458,-3.918330018,132.0657959,"4",2011
"4_Var Exp Porv_2011","6805","JKM","N","E00772","E00772#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","J","M","H?","P?","","-","N","N","D","L","N","L","L","-","65","45","12.3","20.7","22.5","16.88","Mo","G","GD","2","1","1","2","2","9","4","30-Nov-11",2011,"","","","FECAL SAMPLE, POSSIBLE WING STRAIN - DID NOT FLY UPON RELEASE, BREAST COVERED IN MAT OF FEATHERS, TWO LARGE LICE COLLECTED",NA,"varillal humedo","wsf","Var Exp Porv","Porvenir","large","Var Exp Porv","S-LI-R","","",-73.55259458,-3.918330018,132.0657959,"4",2011
"4_Var Exp Porv_2011","6801","TJ","P","-","-#","-","PHBO","TROCHILIDAE ","Phaetornis","bourcieri","Phaetornis bourcieri",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","30-Nov-11",2011,"","","","ESCAPED",NA,"varillal humedo","wsf","Var Exp Porv","Porvenir","large","Var Exp Porv","S-NI-F","","",-73.55259458,-3.918330018,132.0657959,"4",2011
"4_Var Exp Porv_2011","6804","JU","R","E00763","E00763#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","A","-","H","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","30-Nov-11",2011,"","","","",NA,"varillal humedo","wsf","Var Exp Porv","Porvenir","large","Var Exp Porv","S-LI-R","","",-73.55259458,-3.918330018,132.0657959,"4",2011
"4_Var Exp Porv_2012","EX16","JcM","N","E1552","E1552#","N-CD","PYAL","THAMNOPHILIDAE ","Pithys","albifrons","Pithys albifrons","A","P","D","-","","4","N","A","M","N","N","N","L","-","65","38","10.6","18.6","21.4","20.66","Mo","N","J","1","1","1","0","3","9","4","28-Nov-12",2012,"","","","",NA,"varillal humedo","wsf","Var Exp Porv","Porvenir","large","Var Exp Porv","S-LI-R","","",-73.55268292,-3.918302776,120.5300293,"4",2012
"4_Var Exp Porv_2012","EX66","CA","N","E1563","E1563#","A-BC","NECH","PIPRIDAE","Neopelma","chrysocephalum","Neopelma chrysocephalum","A","O","D","-","","3","N","N","L","I","N","N","L","-","76","57","9.8","16.2","16.6","17.62","Cr","GC","G","2","2+","1","0","1","0","4","29-Nov-12",2012,"","","","POSSIBLE MALE, FTA, POOP, NO BODY MOLT, ONLY CROWN",22.1,"varillal humedo","wsf","Var Exp Porv","Porvenir","large","Var Exp Porv","S-FR-F","","",-73.55268292,-3.918302776,120.5300293,"4",2012
"4_Var Exp Porv_2012","EX17","JIM","AO","N00092","N00092#","#NAME?","DEME","DENDROCOLAPTIDAE","Dendrocincla","merula","Dendrocincla merula","A","R","D","-","","3","N","P","N","N","N","N","L","-","105","72","25.1","33.6","28.1","47.14","CG","G","G","1","2","1","1","0","2","4","28-Nov-12",2012,"","","","",NA,"varillal humedo","wsf","Var Exp Porv","Porvenir","large","Var Exp Porv","S-LI-R","","",-73.55268292,-3.918302776,120.5300293,"4",2012
"4_Var Exp Porv_2012","EX28","JIM","R","N00137","N00137#","#NAME?","AUOC","FURNARIIDAE ","Automolus","ochrolaemus","Automolus ochrolaemus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","28-Nov-12",2012,"","","","",NA,"varillal humedo","wsf","Var Exp Porv","Porvenir","large","Var Exp Porv","S-LI-D","","",-73.55268292,-3.918302776,120.5300293,"4",2012
"4_Var Exp Porv_2012","EX101","CA","N","E1566","E1566#","A-RC","NECH","PIPRIDAE","Neopelma","chrysocephalum","Neopelma chrysocephalum","A","O","D","-","M","3","N","N","I","I","S","N","I","-","70","53","8.5","15.6","14.6","15.04","C","Gc","GD","2","2","1","0","1","0","4","30-Nov-12",2012,"","","","FTA",23.9,"varillal humedo","wsf","Var Exp Porv","Porvenir","large","Var Exp Porv","S-FR-F","","MOLTER",-73.55268292,-3.918302776,120.5300293,"4",2012
"4_Var F_2010","3238","JKM","N","E00147","E00147#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","A","-","H","P","","3","N","N","N","N","S","I","M","-","66.5","48","10.8","20.9","21.2","18.25","MO","G","G","1","1","1","2","4","8","4","11-Sep-10",2010,"CHIGGERS","","","ecto rojo en ?",NA,"varillal seco","wsf","Var F","KM 28","small","Var F","S-LI-R","","MOLTER",-73.44414046,-3.961070096,NA,"4",2010
"4_Var Fun Piu_2010","3539","ML","R","A00215","A00215#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","P",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","12-Oct-10",2010,"","","","",NA,"varillal seco","wsf","Var Fun Piu","km31","medium","Var Fun Piu","S-SI-B","","",-73.44450893,-3.986455109,175.5651855,"4",2010
"4_Var Fun Piu_2010","3523","LS","N","E00225","E00225#","NBB","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","A","P","H","P","","3","N","N","N","I","A","I","L","-","64","46","11.5","21.5","23.4","16.51","Mo","Go","G","1","1","0","7","3","7","4","12-Oct-10",2010,"CHIGGERS EUROPYGIAL","EUROPYGIAL","1(2)","T 0729, europygial 1(2)",NA,"varillal seco","wsf","Var Fun Piu","km31","medium","Var Fun Piu","S-LI-R","","",-73.44450893,-3.986455109,175.5651855,"4",2010
"4_Var Fun Piu_2010","3544","JU","X","-","-#","-","XEMI","FURNARIIDAE ","Xenops","minutus","Xenops minutus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","12-Oct-10",2010,"","","","released at net",NA,"varillal seco","wsf","Var Fun Piu","km31","medium","Var Fun Piu","U-SI-T","","",-73.44450893,-3.986455109,175.5651855,"4",2010
"4_Var Fun Piu_2011","4902","VV","N","A00800","A00800#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","A","P","H","P","","3","N","V","F","N","N","N","I","-","63","28","7.9","12.8","147","15.26","J","G","Go","1","1","0","9","4","1","4","7-Sep-11",2011,"","","","SEEN ON GROUND NEAR BANDING STATION @1500",NA,"varillal seco","wsf","Var Fun Piu","km31","medium","Var Fun Piu","S-FR-F","","BREEDER",-73.44426845,-3.98784156,157.5406494,"4",2011
"4_Var Fun Piu_2011","4916","LC","R","A00218","A00218#"," -DC","MYAX","THAMNOPHILIDAE ","Myrmotherula","axillaris","Myrmotherula axillaris","A","P","M","P","","2","N","N","N","N","N","N","I","-","55","39","8.3","15.8","15.2","9.64","M","N","G","-","1","1","5","1","7","4","7-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Var Fun Piu","km31","medium","Var Fun Piu","U-SI-F","","QUIESCENT",-73.44426845,-3.98784156,157.5406494,"4",2011
"4_Var Fun Piu_2011","4898","KMS","N","J00313","J00313#","NRD","XIEL","DENDROCOLAPTIDAE","Xiphorhynchus","elegans","Xiphorhynchus elegans","A","-","D","-","","4","N","I","I","N","N","N","L","-","92","82","5.5","36.3","22.2","-","-","-","-","1","1","-","-","-","-","4","7-Sep-11",2011,"","","","ESCAPED",NA,"varillal seco","wsf","Var Fun Piu","km31","medium","Var Fun Piu","U-SI-B","","",-73.44426845,-3.98784156,157.5406494,"4",2011
"4_Var Fun Piu_2011","4929","ES","R","J00080","J00080#","NDD","GYLE","THAMNOPHILIDAE ","Gymnopithys","leucaspis","Gymnopithys leucaspis",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","65","54","10.6","19.5","29.6","28.18","M","G","Gc","1","1","1","0","0","5","4","8-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Var Fun Piu","km31","medium","Var Fun Piu","S-LI-R","","",-73.44426845,-3.98784156,157.5406494,"4",2011
"4_Var Fun Piu_2011","4914","LC","A","A00218","A00218#","#NAME?","MYAX","THAMNOPHILIDAE ","Myrmotherula","axillaris","Myrmotherula axillaris",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","7-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Var Fun Piu","km31","medium","Var Fun Piu","U-SI-F","","",-73.44426845,-3.98784156,157.5406494,"4",2011
"4_Var Fun Piu_2012","FP60","CG","R","J00444","J00444#","AN-","SCRU","FURNARIIDAE ","Sclerurus","rufigularis","Sclerurus rufigularis",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","7-Sep-12",2012,"","","","",NA,"varillal seco","wsf","Var Fun Piu","km31","medium","Var Fun Piu","G-SI-G","","",-73.44426845,-3.98784156,157.5406494,"4",2012
"4_Var Fun Piu_2012","FP32","JcM","N","C0210","C0210#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","D","-","D","-","","4","N","N","I","N","N","L","L","-","66","59","9","16.8","16.9","13.18","Mo","G","G","1","1","0","9","0","8","4","6-Sep-12",2012,"CHIGGERS NECK","","","",NA,"varillal seco","wsf","Var Fun Piu","km31","medium","Var Fun Piu","S-SI-B","","",-73.44426845,-3.98784156,157.5406494,"4",2012
"4_Var Fun Piu_2012","FP10","JU","N","C0205","C0205#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","A","O","H","P","","3","N","N","N","N","N","N","I","-","64","33","6.7","13.5","13.2","10.92","R","G","Go","1","2","0","9","4","1","4","5-Sep-12",2012,"","","","",NA,"varillal seco","wsf","Var Fun Piu","km31","medium","Var Fun Piu","S-FR-F","","QUIESCENT",-73.44426845,-3.98784156,157.5406494,"4",2012
"4_Var G_2010","3475","LS","R","E00206","E00206#","-","PYAL","THAMNOPHILIDAE ","Pithys","albifrons","Pithys albifrons","A","-","D","-","","3","P","P","N","N","N","L","L","-","68","39","11.9","20.8","21","17.6","Mo","Go","J","1","1","0","7","3","1","4","8-Oct-10",2010,"","","","T 0734",NA,"varillal seco","wsf","Var G","km31","medium","Var G","S-LI-R","","",-73.44381491,-3.991443766,NA,"4",2010
"4_Var G_2010","3454","MW","N","E00205","E00205#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","J","O","D","P","","3","N","N","I","N","N","N","I","-","65","29.5","7","15","16.8","12.66","Rc","G","G","1","1","0","8","5","9","4","7-Oct-10",2010,"","","","T 0902",NA,"varillal seco","wsf","Var G","km31","medium","Var G","S-FR-F","","QUIESCENT",-73.44381491,-3.991443766,NA,"4",2010
"4_Var G_2010","3476","ML","N","E00215","E00215#","-","PYAL","THAMNOPHILIDAE ","Pithys","albifrons","Pithys albifrons","A","-","D","-","","4","N","V","N","L","N","N","L","-","39","70","10.7","19.1","21","19.64","Mo","G","J","1","1","0","8","0","5","4","8-Oct-10",2010,"","","","T 0750",NA,"varillal seco","wsf","Var G","km31","medium","Var G","S-LI-R","","BREEDER",-73.44381491,-3.991443766,NA,"4",2010
"4_Var G_2010","3484","ML","N","T00016","T00016#","-","CLPR","COLUMBIDAE","Claravis","pretiosa","Claravis pretiosa","A","-","M","P","","2","N","N","N","N","N","I","I","-","113","79","9.9","18.3","18.2","61","D+L+A","Cr","DL","1","1","0","9","4","8","4","8-Oct-10",2010,"","","","heces, T 0947",NA,"varillal seco","wsf","Var G","km31","medium","Var G","G-FR-G","","",-73.44381491,-3.991443766,NA,"4",2010
"4_Var G_2011","5003","DD","N","A00625","A00625#","AN-","MYAX","THAMNOPHILIDAE ","Myrmotherula","axillaris","Myrmotherula axillaris","A","-","M","P","","4","N","N","N","I","N","I","I","-","50","36","9","15.6","15.7","9.1","Mo","G","G","1","1","1","5","0","2","4","7-Sep-11",2011,"","WING","","CHIGGERS ON WING",NA,"varillal seco","wsf","Var G","km31","medium","Var G","U-SI-F","","",-73.44358558,-3.991609225,158.7421875,"4",2011
"4_Var G_2011","5028","AdH","R","J00238","J00238#","LN","AUOC","FURNARIIDAE ","Automolus","ochrolaemus","Automolus ochrolaemus",NA,"-",NA,"-","","-","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","9-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Var G","km31","medium","Var G","S-LI-D","","",-73.44358558,-3.991609225,158.7421875,"4",2011
"4_Var G_2011","5013","AdH","N","A00629","A00629#","NR","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","A","P","M","P","","3","N","N","I","N","N","N","I","N","66","29","7.3","12.2","15","10.52","R","G","G","1","1","1","0","0","0","4","8-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Var G","km31","medium","Var G","S-FR-F","","QUIESCENT",-73.44358558,-3.991609225,158.7421875,"4",2011
"4_Var G_2012","7348","SPC","N","J00723","J00723#","C-LB","XIEL","DENDROCOLAPTIDAE","Xiphorhynchus","elegans","Xiphorhynchus elegans","A","B","D","-","","3","N","N","N","I","A","N","L","-","93","84","23.3","36.4","22.2","-","M","G","G","1","2","1","2","3","2","4","3-Sep-12",2012,"CHIGGERS CLOACA","","","",NA,"varillal seco","wsf","Var G","km31","medium","Var G","U-SI-B","","",-73.44383595,-3.991412586,155.137207,"4",2012
"4_Var Madre_2010","3900","KQ","N","A00346","A00346#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","P","D","-","","3","N","N","N","N","N","N","L","N","70","71","9.4","13.9","15.4","14.2","Mo","Go","GD","1","1","0","6","5","1","4","7-Nov-10",2010,"","","","T0649",NA,"varillal seco","wsf","Var Madre","Mishana","large","Var Madre","S-SI-B","","QUIESCENT",-73.47682527,-3.912197063,90.2487793,"4",2010
"4_Var Madre_2010","3901","VG","N","A00347","A00347#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","P","D","-","","3","N","N","N","N","A","N","G*","N","70","75","10.2","15.9","16.5","18.33","Mo","G","GD","1","1","0","6","4","5","4","7-Nov-10",2010,"","","","T0641",NA,"varillal seco","wsf","Var Madre","Mishana","large","Var Madre","S-SI-B","","",-73.47682527,-3.912197063,90.2487793,"4",2010
"4_Var Madre_2011","ME099","SS","A","A00361","A00361#","-","MIOL","TYRANNIDAE ","Mionectes","oleagineus","Mionectes oleagineus","D","-","D","-","","4","N","N","N","N","N","N","I","-","62","49","7.9","160","13.8","9.73","Mo","G","GR","1","1","1","3","0","7","4","5-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Var Madre","Mishana","large","Var Madre","S-SO-F","ME099","QUIESCENT",-73.47682527,-3.912197063,90.2487793,"4",2011
"4_Var Madre_2012","VM38","SPC","R","A00353","A00353#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","4","25-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Var Madre","Mishana","large","Var Madre","S-SI-B","","",-73.47682527,-3.912197063,90.2487793,"4",2012
"4_Var Madre_2012","VM45","CA","N","C0567","C0567#","-","MIOL","TYRANNIDAE ","Mionectes","oleagineus","Mionectes oleagineus","J","B","D","-","","3","N","N","N","N","N","N","I","-","64","52","7.4","15.1","14.7","10.6","Mo","Gc","Gc","1","1","1","5","3","1","4","25-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Var Madre","Mishana","large","Var Madre","S-SO-F","","QUIESCENT",-73.47682527,-3.912197063,90.2487793,"4",2012
"4_Var Madre_2012","VM99","ACH","R","C0572","C0572#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","D","-","D","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","28-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Var Madre","Mishana","large","Var Madre","S-SI-B","","",-73.47682527,-3.912197063,90.2487793,"4",2012
"4_Var Madre_2012","VM77","DU","X","-","-#","I-R5","PHSU","TROCHILIDAE ","Phaetornis","superciliosus","Phaetornis superciliosus","A","B","H","T/P","","1","P","N","N","M","N","N*","L","-","60","*","40","41.6","-","6.52","Mo","N","DG","1","-","1","0","5","6","4","27-Oct-12",2012,"","","","LOST MOST OF TAIL",NA,"varillal seco","wsf","Var Madre","Mishana","large","Var Madre","S-NI-F","","",-73.47682527,-3.912197063,90.2487793,"4",2012
"4_Var Madre_2012","VM111","OT","D","-","-#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","D","-","D","-","","1","N","N","I","L","N","N","I","-","64","33","5.7","12.8","16","11.03","R","G","G","2","-","-","-","-","-","4","28-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Var Madre","Mishana","large","Var Madre","S-FR-F","","",-73.47682527,-3.912197063,90.2487793,"4",2012
