"Net","Regist","anillador","Codigo","No_anillo","No_anillo.","Anillo.color","Codigo.especie","FAMILY","Genus","species","spp","Edad","Codigo.fechado","SEXO..M.H.D.","Codigo.Sexado","SEX.MOLEC","MUSCULO","PROCLO","PARINC","GRASA","MUDA.CORP","MUDA.VUEL","MUDA.COLA","DESG.VUEL","PLUMJUV","ALA","COLA","CULMEN","APERTURA","TARSO","PESO","COJO","CPIEL","CPATAS","ECTOPARASITO","SANGRE","H1","H2","H3","H4","RED","FECHA","Year.x","ECTO.ROJO","Dondectos","Cuantosectos","OBSERVACIONES","CREST","Specific.Habitat","general.habitat","Field.Site","REGION","PATCH.SIZE","Netline","Foragero","SAMPLE.NUMBER","Categories","lon","lat","ele","Net.number","Year.y"
"19_Arcilloso 1_2009","454","PS","N","6676","6676#","NDD","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra",NA,"-","D","-","","-","N","N","N","N","A","N","I","-","66","26","7.6","15","13.3","12.61","Rc","G","G","1","1","0","9","2","6","19","6-Jul-09",2009,"","","","",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","S-FR-F","","",-73.42569122,-3.975363169,NA,"19",2009
"19_Arcilloso 1_2009","466","PS","N","6681","6681#","#NAME?","TEER","TYRANNIDAE ","Terenotriccus ","erythrurus","Terenotriccus  erythrurus",NA,"-","D","-","","-","N","P","N","N","N","N","I","-","53","42","5.5","12.6","15.2","8.3","M","G","JyD","1","1","1","1","1","2","19","6-Jul-09",2009,"","","","",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","S-SI-A","","",-73.42569122,-3.975363169,NA,"19",2009
"19_Arcilloso 1_2009","458","PS","N","952","0952#","#NAME?","DEFU","DENDROCOLAPTIDAE","Dendrocincla","fuliginosa","Dendrocincla fuliginosa",NA,"-","D","B","","-","N","N","N","N","N","N","I","-","106","92","19.8","32.8","25","46.44","Gc","G","G","1","1","0","9","5","5","19","6-Jul-09",2009,"","","","",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","S-LI-R","","QUIESCENT",-73.42569122,-3.975363169,NA,"19",2009
"19_Arcilloso 1_2009","448","MT","N","950","0950#","#NAME?","PYAL","THAMNOPHILIDAE ","Pithys","albifrons","Pithys albifrons",NA,"-","D","-","","-","P","P","I","L","S","I","L","-","67","41","11","19.4","25.9","20.15","Mo","N","J","1","1","0","8","2","1","19","6-Jul-09",2009,"","","","",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","S-LI-R","","MOLTER",-73.42569122,-3.975363169,NA,"19",2009
"19_Arcilloso 1_2009","427","LB","X","-","-#","I-R2","PHSU","TROCHILIDAE ","Phaetornis","superciliosus","Phaetornis superciliosus",NA,"-","D","-","","-","N","-","-","I","N","N","N","-","63","69","37.6","42.2","-","6.2","Mo","N","D","-","1","1","2","4","0","19","5-Jul-09",2009,"","","","",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","S-NI-F","","",-73.42569122,-3.975363169,NA,"19",2009
"19_Arcilloso 1_2009","421","AR","N","6661","6661#","N-BC","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra",NA,"-","D","-","","-","P","P","N","L","N","N","I","J","65","39","8.1","16.9","15","12.8","Mc","G","G","1","1","1","1","5","2","19","5-Jul-09",2009,"","","","",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","S-FR-F","","",-73.42569122,-3.975363169,NA,"19",2009
"19_Arcilloso 1_2012","7332","JcM","R","C0161","C0161#","-","MYAX","THAMNOPHILIDAE ","Myrmotherula","axillaris","Myrmotherula axillaris",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","31-Aug-12",2012,"","","","",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","U-SI-F","","",-73.42530113,-3.976861015,164.9907227,"19",2012
"19_Arcilloso 1_2012","7309","JcM","N","C0187","C0187#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","D","-","D","-","","3","N","N","I","N","N","N","I","-","64","28","7","13.3","12.5","12.91","R","G","N","1","1","1","6","0","1","19","30-Aug-12",2012,"","","","",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","S-FR-F","","QUIESCENT",-73.42530113,-3.976861015,164.9907227,"19",2012
"19_Arcilloso 1_2012","7234","JcM","N","C0156","C0156#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","A","P","M","P","","2","P","N","N","N","N","N","I","N","66","28","6.9","13.6","14.5","9.36","R","N","N","1","2","1","1","5","4","19","29-Aug-12",2012,"","","","",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","S-FR-F","","",-73.42530113,-3.976861015,164.9907227,"19",2012
"19_Arcilloso 1_2012","7255","JU","N","C0169","C0169#","-","EPHA","THAMNOPHILIDAE ","Epinecrophylla","haematonota","Epinecrophylla haematonota","A","P","M","P","","4","N","N","N","N","N","M","L","N","50","35","9.5","15.9","17.2","9.37","M","G","G","-","-","1","6","3","2","19","29-Aug-12",2012,"","","","",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","S-SI-D","","",-73.42530113,-3.976861015,164.9907227,"19",2012
"19_Arcilloso 1_2012","7334","PQ","N","C0195","C0195#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","A","P","M","P","","3","N","N","N","N","N","N","M*","-","67","28","6.5","12.9","13.6","9.86","R","N","N","1","2","0","9","2","0","19","31-Aug-12",2012,"","","","*asymetrical",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","S-FR-F","","QUIESCENT",-73.42530113,-3.976861015,164.9907227,"19",2012
"19_Arcilloso 1_2012","7238","JU","N","J00712","J00712#","-","MYMY","THAMNOPHILIDAE ","Myrmoborus","myotherinus","Myrmoborus myotherinus","A","P","H","P","","3","N","N","N","N","N","N","I","N","59","38","10.5","19.1","25.3","19.27","Ro","N","G","-","2","1","2","5","7","19","29-Aug-12",2012,"CHIGGERS PECHO","PECHO","","POOP",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","S-SI-F","","QUIESCENT",-73.42530113,-3.976861015,164.9907227,"19",2012
"19_Arcilloso 1_2012","7273","ACH","N","C0175","C0175#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","A","P","H","P","","3","N","N","N","I","N","N","I","N","63","28","6.4","11.8","14.3","10.4","R","N","Go","1","2","0","9","1","6","19","30-Aug-12",2012,"CHIGGERS ON LEG","LEG","","",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","S-FR-F","","",-73.42530113,-3.976861015,164.9907227,"19",2012
"19_Arcilloso 1_2012","7247","JU","N","J00715","J00715#","-","MYMY","THAMNOPHILIDAE ","Myrmoborus","myotherinus","Myrmoborus myotherinus","A","P","M","P","","3","N","N","N","N","N","N","L","N","62","38","11.5","19.6","26.7","20.4","Ro","N","G","-","1","1","5","1","1","19","29-Aug-12",2012,"","","","",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","S-SI-F","","QUIESCENT",-73.42530113,-3.976861015,164.9907227,"19",2012
"19_Arcilloso 1_2012","7308","JcM","N","C0186","C0186#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","D","-","D","-","","2","N","N","N","N","N","N","I","-","63","27","6.6","9.8","15.5","10.69","R","N","N","1","2","1","5","2","1","19","30-Aug-12",2012,"","","","",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","S-FR-F","","QUIESCENT",-73.42530113,-3.976861015,164.9907227,"19",2012
"19_Arcilloso 1_2012","7283","JU","P","-","-#","-","MIOL","TYRANNIDAE ","Mionectes","oleagineus","Mionectes oleagineus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","30-Aug-12",2012,"","","","",NA,"terra firme","clay","Arci 1","KM 28","","Arcilloso 1","S-SO-F","","",-73.42530113,-3.976861015,164.9907227,"19",2012
"19_Arcilloso 2_2009","788","JU","P","-","-#","-","PHSU","TROCHILIDAE ","Phaetornis","superciliosus","Phaetornis superciliosus",NA,"-","D","-","","-","-","-","-","-","-","-","-","-","56","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","17-Jul-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","","Arcilloso 2","S-NI-F","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","793","PS","N","6813","6813#","#NAME?","MYHX","THAMNOPHILIDAE ","Myrmotherula","hauxwelli","Myrmotherula hauxwelli",NA,"B","M","P","","2","N","N","N","L","S","N","L","-","51","21","8.5","16.4","18.8","11.05","M","G","G","1","-","1","5","1","3","19","17-Jul-09",2009,"CHIGGERS CLOACA, FURCULA","CLOACA, FURCULA","1; 1(3)","muda: IP3,5 - DP3,4,5",NA,"terra firme","clay","Arcilloso 2","KM 28","","Arcilloso 2","S-SI-F","","MOLTER",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","913","MT","N","6868","6868#","#NAME?","MIOL","TYRANNIDAE ","Mionectes","oleagineus","Mionectes oleagineus",NA,"-","D","-","","2","N","P","I","N","N","N","I","-","59","47","6.4","14.8","13.9","9.6","Mo","G","G","1","-","1","1","5","3","19","14-Aug-09",2009,"","","","",NA,"terra firme","clay","Frutales","KM 28","","Arcilloso 2","S-SO-F","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","1879","AR","ASO","848","0848#","#NAME?","MAMA","PIPRIDAE","Manacus","manacus","Manacus manacus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","30-Nov-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2_2","KM 28","","Arcilloso 2","S-FR-F","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","885","AR","N","6847","6847#","NNC","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus",NA,"-","D","-","","2","N","N","N","M","S","I","L","-","65","68","8.9","15.6","16.2","13.9","Mo","G","G","1","1","1","6","0","0","19","12-Aug-09",2009,"1(6); 1(3)","","","",NA,"terra firme","clay","Frutales","KM 28","","Arcilloso 2","S-SI-B","","MOLTER",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","2028","SC","N","A00030","A00030#","#NAME?","TEER","TYRANNIDAE ","Terenotriccus ","erythrurus","Terenotriccus  erythrurus",NA,"B","D","-","","2","N","N","I","A","S","A","L","-","54","42","5.5","12.6","16.6","8.15","M","G","D","1","1","1","1","3","9","19","5-Dec-09",2009,"","","","",NA,"terra firme","clay","Arci 1_2","KM 28","","Arcilloso 2","S-SI-A","","MOLTER",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","1979","PS","R","6661","6661#","N-BC","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra",NA,"-","D","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","3-Dec-09",2009,"","","","",NA,"terra firme","clay","Arci 1_2","KM 28","","Arcilloso 2","S-FR-F","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","965","PS","R","6874","6874#","CLN","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","26-Aug-09",2009,"","","","",NA,"terra firme","clay","Maderables","KM 28","","Arcilloso 2","S-SI-B","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","1977","MT","N","E00019","E00019#","#NAME?","RHOL","TYRANNIDAE ","Rhynchocyclus","olivaceus","Rhynchocyclus olivaceus",NA,"-","D","-","","2","N","P","F","A","S","I","I","-","61","50","7.7","17.6","16.1","14.55","M","B","G","1","2","1","3","5","6","19","3-Dec-09",2009,"","","","",NA,"terra firme","clay","Arci 1_2","KM 28","","Arcilloso 2","U-SI-F","","MOLTER",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","808","AR","N","6816","6816#","#NAME?","MAMA","PIPRIDAE","Manacus","manacus","Manacus manacus",NA,"-","H","P","","2","N","N","I","N","N","N","N","-","55","32","7.5","16.8","21.3","17.8","Mo","L/V","J","1","1","0","8","3","9","19","18-Jul-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","","Arcilloso 2","S-FR-F","","QUIESCENT",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","1976","SC","P","-","-#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","3-Dec-09",2009,"","","","",NA,"terra firme","clay","Arci 1_2","KM 28","","Arcilloso 2","S-SI-B","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","947","AR","N","2969","2969#","RN","GYLE","THAMNOPHILIDAE ","Gymnopithys","leucaspis","Gymnopithys leucaspis",NA,"-","H","P","","-","N","P","I","L","S","L","L","-","72","42","13.1","21.7","26.2","38.12","Ro","Gc","Gc","1","1","1","6","3","3","19","25-Aug-09",2009,"","","","",NA,"terra firme","clay","Maderables","KM 28","","Arcilloso 2","S-LI-R","","MOLTER",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","833","MT","R","113","0113#","#NAME?","PHEY","THAMNOPHILIDAE ","Phlegopsis","erythroptera","Phlegopsis erythroptera",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","18-Jul-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","","Arcilloso 2","S-LI-R","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","1880","AR","R","989","0989#","#NAME?","MYMY","THAMNOPHILIDAE ","Myrmoborus","myotherinus","Myrmoborus myotherinus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","30-Nov-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2_2","KM 28","","Arcilloso 2","S-SI-F","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","854","AR","N","6827","6827#","#NAME?","MIOL","TYRANNIDAE ","Mionectes","oleagineus","Mionectes oleagineus",NA,"-","D","-","","2","N","N","F","I","N","N","I","-","59","46","7.7","15.6","15","10.15","Mo","Gc","Gc","1","1","1","1","2","5","19","19-Jul-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","","Arcilloso 2","S-SO-F","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","977","MT","N","7818","7818#","-","MAFU","BUCCONIDAE ","Malacoptila","fusca","Malacoptila fusca",NA,"-","D","-","","2","N","M","I","N","N","N","I","-","92","73","19.2","33.6","19.4","46.5","Mo","AG","AG","1","1","1","5","0","2","19","26-Aug-09",2009,"","","","",NA,"terra firme","clay","Maderables","KM 28","","Arcilloso 2","S-LI-F","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","835","SC","N","706","0706#","#NAME?","PELE","THAMNOPHILIDAE ","Percnostola","leucostigma","Percnostola leucostigma",NA,"-","H","P","","3","N","A","I","N","N","N","L","-","65","49","12.2","25.5","27","26.8","M","G","G","1","1","1","5","4","5","19","18-Jul-09",2009,"3(5) ","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","","Arcilloso 2","S-LI-F","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","1878","AR","AS","6825","6825#","#NAME?","MAMA","PIPRIDAE","Manacus","manacus","Manacus manacus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","30-Nov-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2_2","KM 28","","Arcilloso 2","S-FR-F","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","2001","AR","ASO","6651","6651#","#NAME?","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra",NA,"-",NA,"-","","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","4-Dec-09",2009,"","","","",NA,"terra firme","clay","Arci 1_2","KM 28","","Arcilloso 2","S-FR-F","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","861","AR","N","6828","6828#","NNC","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra",NA,"B","D","-","","2","P","N","I","I","N","N","I","-","63","29","6.8","14.4","14.6","10.95","Jo","Gc","Gc","1","1","0","7","2","","19","12-Aug-09",2009,"-","","","",NA,"terra firme","clay","Frutales","KM 28","","Arcilloso 2","S-FR-F","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","1957","MT","R","-","-#","I-R5","PHSU","TROCHILIDAE ","Phaetornis","superciliosus","Phaetornis superciliosus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","2-Dec-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2_2","KM 28","","Arcilloso 2","S-NI-F","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","784","LB","N","6809","6809#","#NAME?","LECO","PIPRIDAE","Lepidothrix","coronata","Lepidothrix coronata",NA,"-","M","P","","2","N","N","I","N","N","N","I","-","58","26","5.2","11.6","14","7.8","Ro","N","N","1","1","1","0","4","4","19","17-Jul-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","","Arcilloso 2","S-FR-F","","QUIESCENT",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","809","LB","N","6817","6817#","#NAME?","MAMA","PIPRIDAE","Manacus","manacus","Manacus manacus",NA,"-","D","-","","2","N","N","N","I","N","N","I","-","51","32","6.9","15.9","19.1","13.45","Mo","Go","J","1","1","0","9","0","3","19","18-Jul-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","","Arcilloso 2","S-FR-F","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","785","PS","N","6810","6810#","#NAME?","LECO","PIPRIDAE","Lepidothrix","coronata","Lepidothrix coronata",NA,"-","M","P","","1","N","N","N","N","N","N","I","-","60","29","6.3","12.5","14.4","7.8","M","G","G","1","1","1","0","4","5","19","17-Jul-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","","Arcilloso 2","S-FR-F","","QUIESCENT",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","2002","AR","N","A00021","A00021#","#NAME?","MARE","PIPRIDAE","Machaeropterus","regulus","Machaeropterus regulus",NA,"-","H","P","","2","N","N","I","I","N","N","I","-","52","24","5.7","13.1","14.1","10.65","M","G","G","1","2","1","4","3","3","19","4-Dec-09",2009,"","","","",NA,"terra firme","clay","Arci 1_2","KM 28","","Arcilloso 2","S-FR-F","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","1951","AR","N","N00013","N00013#","#NAME?","DEME","DENDROCOLAPTIDAE","Dendrocincla","merula","Dendrocincla merula",NA,"-","B","D","","2","N","N","N","N","N","N","L","-","105","83","18.6","31","26.3","48.55","C","G","G","1","2","0","7","2","2","19","2-Dec-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2_2","KM 28","","Arcilloso 2","S-LI-R","","QUIESCENT",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","815","LB","N","6819","6819#","NBN","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus",NA,"-","D","-","","4","N","N","I","L","S","I","I","-","73","74","9.2","16","17.2","15.1","Mo","Go","G","1","1","0","9","2","1","19","18-Jul-09",2009,"","","","muda:IP7, DS1",NA,"terra firme","clay","Arcilloso 2","KM 28","","Arcilloso 2","S-SI-B","","MOLTER",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","980","MT","N","6898","6898#","BC","TEER","TYRANNIDAE ","Terenotriccus ","erythrurus","Terenotriccus  erythrurus",NA,"-","D","-","","3","P","P","N","N","N","N","L","-","54","42","4.1","10.3","13.8","7.85","Mo","G","AJ","1","-","1","6","4","6","19","26-Aug-09",2009,"","","","",NA,"terra firme","clay","Maderables","KM 28","","Arcilloso 2","S-SI-A","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","1901","MT","N","E00009","E00009#","#NAME?","MAMA","PIPRIDAE","Manacus","manacus","Manacus manacus",NA,"-","D","-","","2","N","N","N","N","N","I","L","-","54","35","6.5","15.3","21.5","17.69","M","G","J","1","2","1","5","2","5","19","30-Nov-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2_2","KM 28","","Arcilloso 2","S-FR-F","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","1013","SC","N","742","0742#","CLC","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus",NA,"-","D","-","","2","N","N","N","M","N","N","M","-","65","62","8.4","15.7","16.7","12.6","Mo","G","G","1","1","1","0","1","4","19","28-Aug-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 4","KM 28","","Arcilloso 2","S-SI-B","","",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","847","LB","N","709","0709#","#NAME?","GYLE","THAMNOPHILIDAE ","Gymnopithys","leucaspis","Gymnopithys leucaspis",NA,"-","M","P","","2","N","N","N","L","S","M","I","-","65","47","12.2","21.5","27.9","25.8","RO","N/C","G","1","1","0","9","5","8","19","19-Jul-09",2009,"","","","IP8,6 - DP7",NA,"terra firme","clay","Arcilloso 2","KM 28","","Arcilloso 2","S-LI-R","","MOLTER",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","781","PS","N","6807","6807#","#NAME?","MAMA","PIPRIDAE","Manacus","manacus","Manacus manacus",NA,"-","M","P","","3","N","N","I","N","N","N","I","-","52.5","28","6.6","15.8","20.3","17.45","M","G","J","1","1","1","0","0","4","19","17-Jul-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","","Arcilloso 2","S-FR-F","","QUIESCENT",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","824","SC","N","6824","6824#","#NAME?","LECO","PIPRIDAE","Lepidothrix","coronata","Lepidothrix coronata",NA,"-","M","P","","2","N","N","N","N","N","N","L","-","58","25","6.1","13.4","13.5","8.15","M","N","N","1","1","1","0","5","8","19","18-Jul-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","","Arcilloso 2","S-FR-F","","QUIESCENT",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 2_2009","1913","SC","N","A00009","A00009#","#NAME?","MYHX","THAMNOPHILIDAE ","Myrmotherula","hauxwelli","Myrmotherula hauxwelli",NA,"-","M","P","","2","N","A","N","N","S","N","L","-","50","24","8.2","16.4","18.5","10.12","M","G","G","1","-","0","7","2","6","19","1-Dec-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 2_2","KM 28","","Arcilloso 2","S-SI-F","","MOLTER",-73.43430396,-3.970611636,NA,"19",2009
"19_Arcilloso 5_2009","V1432","PS","N","L","L#","D-RD","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus",NA,"-","D","-","","4","N","P","I","N","N","N","L","-","68","62","8.2","15.1","15.3","13.1","M","G","G","1","2","0","9","4","0","19","10-Oct-09",2009,"","","","",NA,"terra firme","clay","Arci 5","KM 28","","Arcilloso 5","S-SI-B","","",-73.42530113,-3.976861015,NA,"19",2009
"19_Arcilloso 5_2009","V1397","AR","R","L","L#","#NAME?","LECO","PIPRIDAE","Lepidothrix","coronata","Lepidothrix coronata",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","9-Oct-09",2009,"","","","",NA,"terra firme","clay","Arci 5","KM 28","","Arcilloso 5","S-FR-F","","",-73.42530113,-3.976861015,NA,"19",2009
"19_Arcilloso 5_2009","V1430","MT","N","2827","2827#","#NAME?","HYSU","FURNARIIDAE ","Hyloctistes","subulatus","Hyloctistes subulatus",NA,"-","D","-","","2","N","N","N","N","N","N","L","-","83","70","16.7","28.2","21.5","27.2","M","G","G","1","2","0","9","2","4","19","10-Oct-09",2009,"","","","",NA,"terra firme","clay","Arci 5","KM 28","","Arcilloso 5","U-LI-D","","QUIESCENT",-73.42530113,-3.976861015,NA,"19",2009
"19_Arcilloso 5_2009","V1404","SC","N","L","L#","N-DN","LECO","PIPRIDAE","Lepidothrix","coronata","Lepidothrix coronata",NA,"-","M","P","","2","N","N","I","N","N","N","I","-","57","28","5.2","12","15","8.7","MR","G","G","1","1","1","5","1","7","19","9-Oct-09",2009,"","","","",NA,"terra firme","clay","Arci 5","KM 28","","Arcilloso 5","S-FR-F","","QUIESCENT",-73.42530113,-3.976861015,NA,"19",2009
"19_Arcilloso 5_2009","V1399","SC","N","L","L#","D-DD","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus",NA,"-","D","-","","-","-","-","-","-","-","-","-","-","","72","7.9","15.3","16.8","-","-","-","-","1","-","-","-","-","-","19","9-Oct-09",2009,"","","","",NA,"terra firme","clay","Arci 5","KM 28","","Arcilloso 5","S-SI-B","","",-73.42530113,-3.976861015,NA,"19",2009
"19_Arcilloso 7_2009","2133","AR","N","A00049","A00049#","#NAME?","TEER","TYRANNIDAE ","Terenotriccus ","erythrurus","Terenotriccus  erythrurus",NA,"-","D","-","","2","N","N","N","N","N","N","I","-","49","38","5.2","12.3","13.1","7","M","G","R","-","-","0","9","5","9","19","29-Dec-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 4_2","","","Arcilloso 7","S-SI-A","","QUIESCENT",-73.42382918,-3.965888768,NA,"19",2009
"19_Arcilloso 7_2009","2119","GF","N","A00045","A00045#","CNR","MIOL","TYRANNIDAE ","Mionectes","oleagineus","Mionectes oleagineus",NA,"-","D","-","","2","N","P","N","N","N","N","I","-","59","47","7.2","15.1","13.5","10","M","G","G","1","1","1","5","0","3","19","28-Dec-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 4_2","","","Arcilloso 7","S-SO-F","","",-73.42382918,-3.965888768,NA,"19",2009
"19_Arcilloso 7_2009","2047","PS","RO","2122","2122#","NNR","PYAL","THAMNOPHILIDAE ","Pithys","albifrons","Pithys albifrons",NA,"B","D","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","21-Dec-09",2009,"","","","",NA,"terra firme","clay","Maderables_2","KM 28","","Arcilloso 7","S-LI-R","","",-73.42382918,-3.965888768,NA,"19",2009
"19_Arilloso 6_2009","V1519","AR","N","L","L#","N-RR","LECO","PIPRIDAE","Lepidothrix","coronata","Lepidothrix coronata","","","","","","4","N","N","I","N","N","N","I","M","61","28","6.9","14","15","9.95","Ro","G","G","1","2","0","8","3","7","19","13-Oct-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 6","KM 28","","Arilloso 6","S-FR-F","","QUIESCENT",-73.43282942,-3.956145057,NA,"19",2009
